"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"El anterior gobierno de Arabela Carreras",0.345,0.352,0.339,0.247,0.383,0.37,0.334,0.316,0.365,0.346,0.448,0.313,0.257,0.362,0.328,0.314,0.337,0.397
"El actual gobierno de Alberto Weretilneck",0.513,0.487,0.539,0.521,0.53,0.491,0.491,0.553,0.465,0.541,0.387,0.582,0.606,0.463,0.545,0.545,0.489,0.49
"No sabe",0.142,0.161,0.122,0.232,0.087,0.139,0.175,0.131,0.17,0.113,0.165,0.105,0.137,0.175,0.127,0.141,0.174,0.113
