"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Empleado sector publico",0.188,0.173,0.203,0.172,0.194,0.215,0.154,0.151,0.16,0.276,0.222,0.185,0.168,0.226,0.168,0.181,0.152,0.236
"Empleado sector privado",0.228,0.27,0.185,0.212,0.292,0.188,0.131,0.178,0.247,0.254,0.218,0.259,0.263,0.22,0.26,0.24,0.253,0.184
"Changas o trabajos eventuales",0.235,0.251,0.218,0.317,0.218,0.236,0.152,0.325,0.255,0.099,0.241,0.208,0.294,0.213,0.222,0.256,0.234,0.206
"Estudiante",0.051,0.036,0.066,0.174,0.016,0.006,0.033,0.048,0.055,0.048,0.04,0.029,0.064,0.037,0.036,0.046,0.049,0.059
"Amas de casa",0.071,0.015,0.128,0.03,0.052,0.097,0.147,0.09,0.08,0.036,0.083,0.077,0.025,0.087,0.057,0.074,0.08,0.058
"Profesional o independiente",0.084,0.106,0.062,0.034,0.09,0.105,0.11,0.028,0.077,0.158,0.062,0.112,0.056,0.062,0.115,0.068,0.091,0.1
"Comerciante, emprendedor o empresario",0.049,0.047,0.051,0.025,0.061,0.054,0.044,0.041,0.048,0.06,0.036,0.077,0.045,0.034,0.076,0.058,0.03,0.056
"Trabajador informal",0.017,0.021,0.013,0.013,0.023,0.01,0.018,0.015,0.019,0.016,0.015,0.005,0.02,0.021,0.01,0.019,0.013,0.018
"No tengo trabajo",0.077,0.081,0.074,0.023,0.054,0.089,0.211,0.124,0.059,0.053,0.083,0.048,0.065,0.1,0.056,0.058,0.098,0.083
